session_id,session_date,variant,device,channel,route_type,flight_selected,checkout_started,booking_completed,booking_revenue
S002717,2026-05-01,Control,Tablet,Email,Domestic,0,0,0,0
S002718,2026-05-01,Treatment,Desktop,Direct,Domestic,1,1,1,219.9
S002719,2026-05-02,Control,Desktop,Organic Search,Domestic,0,0,0,0
S002720,2026-05-25,Treatment,Desktop,Email,Domestic,1,1,0,0
S002721,2026-05-05,Control,Desktop,Organic Search,Caribbean,0,0,0,0
S002722,2026-05-04,Treatment,Mobile,Direct,Domestic,0,0,0,0
S002723,2026-05-22,Control,Desktop,Organic Search,Domestic,1,1,1,367.16
S002724,2026-05-26,Treatment,Desktop,Paid Search,Domestic,0,0,0,0
S002725,2026-05-23,Control,Mobile,Organic Search,Caribbean,0,0,0,0
S002726,2026-05-22,Treatment,Mobile,Direct,Caribbean,1,1,0,0
S002727,2026-05-18,Control,Mobile,Organic Search,Caribbean,0,0,0,0
S002728,2026-05-13,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S002729,2026-05-14,Control,Mobile,Direct,Domestic,0,0,0,0
S002730,2026-05-03,Treatment,Mobile,Paid Search,Caribbean,0,0,0,0
S002731,2026-05-03,Control,Desktop,Direct,Domestic,0,0,0,0
S002732,2026-05-25,Treatment,Mobile,Paid Search,International,1,1,0,0
S002733,2026-05-22,Control,Mobile,Organic Search,Domestic,0,0,0,0
S002734,2026-05-11,Treatment,Mobile,Direct,Caribbean,1,1,1,404.79
S002735,2026-05-24,Control,Mobile,Paid Search,Domestic,0,0,0,0
S002736,2026-05-27,Treatment,Desktop,Organic Search,Domestic,1,1,1,233.61
S002737,2026-05-17,Control,Mobile,Organic Search,Domestic,1,0,0,0
S002738,2026-05-16,Treatment,Mobile,Direct,Domestic,0,0,0,0
S002739,2026-05-10,Control,Desktop,Direct,International,0,0,0,0
S002740,2026-05-05,Treatment,Mobile,Organic Search,Domestic,1,0,0,0
S002741,2026-05-23,Control,Mobile,Direct,Domestic,0,0,0,0
S002742,2026-05-11,Treatment,Desktop,Paid Search,Domestic,1,1,0,0
S002743,2026-05-15,Control,Mobile,Organic Search,Domestic,0,0,0,0
S002744,2026-05-08,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S002745,2026-05-20,Control,Desktop,Organic Search,Domestic,1,0,0,0
S002746,2026-05-16,Treatment,Mobile,Paid Search,Domestic,0,0,0,0
S002747,2026-05-05,Control,Desktop,Paid Search,Domestic,1,0,0,0
S002748,2026-05-03,Treatment,Mobile,Direct,Domestic,0,0,0,0
S002749,2026-05-15,Control,Mobile,Paid Search,Domestic,1,0,0,0
S002750,2026-05-20,Treatment,Mobile,Direct,Caribbean,0,0,0,0
S002751,2026-05-07,Control,Mobile,Paid Search,Domestic,0,0,0,0
S002752,2026-05-27,Treatment,Desktop,Organic Search,Caribbean,0,0,0,0
S002753,2026-05-27,Control,Mobile,Direct,Domestic,0,0,0,0
S002754,2026-05-15,Treatment,Desktop,Direct,Domestic,0,0,0,0
S002755,2026-05-17,Control,Desktop,Direct,Domestic,0,0,0,0
S002756,2026-05-11,Treatment,Mobile,Direct,Domestic,1,0,0,0
S002757,2026-05-23,Control,Mobile,Organic Search,Domestic,0,0,0,0
S002758,2026-05-06,Treatment,Mobile,Paid Search,Domestic,1,1,0,0
S002759,2026-05-22,Control,Desktop,Direct,Domestic,1,1,0,0
S002760,2026-05-19,Treatment,Mobile,Email,Domestic,1,1,0,0
S002761,2026-05-20,Control,Desktop,Paid Search,International,0,0,0,0
S002762,2026-05-17,Treatment,Desktop,Paid Search,Domestic,0,0,0,0
S002763,2026-05-25,Control,Desktop,Direct,Domestic,0,0,0,0
S002764,2026-05-18,Treatment,Mobile,Paid Search,Domestic,0,0,0,0
S002765,2026-05-24,Control,Desktop,Paid Search,Domestic,0,0,0,0
S002766,2026-05-24,Treatment,Desktop,Paid Search,Domestic,1,0,0,0
S002767,2026-05-07,Control,Mobile,Email,Caribbean,1,1,0,0
S002768,2026-05-15,Treatment,Mobile,Organic Search,Caribbean,1,0,0,0
S002769,2026-05-07,Control,Mobile,Organic Search,Domestic,0,0,0,0
S002770,2026-05-12,Treatment,Desktop,Direct,Domestic,1,0,0,0
S002771,2026-05-06,Control,Mobile,Direct,Domestic,1,0,0,0
S002772,2026-05-07,Treatment,Mobile,Direct,Domestic,1,0,0,0
S002773,2026-05-19,Control,Mobile,Direct,Caribbean,1,0,0,0
S002774,2026-05-16,Treatment,Desktop,Direct,Domestic,1,0,0,0
S002775,2026-05-08,Control,Desktop,Organic Search,Caribbean,1,1,0,0
S002776,2026-05-27,Treatment,Mobile,Direct,Domestic,0,0,0,0
S002777,2026-05-22,Control,Desktop,Direct,Domestic,1,1,0,0
S002778,2026-05-05,Treatment,Mobile,Direct,Domestic,0,0,0,0
S002779,2026-05-27,Control,Mobile,Organic Search,Domestic,0,0,0,0
S002780,2026-05-28,Treatment,Mobile,Direct,Caribbean,0,0,0,0
S002781,2026-05-27,Control,Desktop,Paid Search,Domestic,1,1,0,0
S002782,2026-05-04,Treatment,Tablet,Paid Search,Domestic,1,1,0,0
S002783,2026-05-15,Control,Tablet,Email,International,0,0,0,0
S002784,2026-05-16,Treatment,Mobile,Paid Search,Domestic,1,0,0,0
S002785,2026-05-04,Control,Mobile,Paid Search,Domestic,1,1,1,176.98
S002786,2026-05-01,Treatment,Desktop,Email,Domestic,1,1,0,0
S002787,2026-05-23,Control,Desktop,Email,International,1,0,0,0
S002788,2026-05-24,Treatment,Desktop,Direct,Domestic,1,1,0,0
S002789,2026-05-04,Control,Mobile,Paid Search,Domestic,0,0,0,0
S002790,2026-05-02,Treatment,Tablet,Direct,International,1,1,0,0
S002791,2026-05-28,Control,Mobile,Direct,Domestic,0,0,0,0
S002792,2026-05-02,Treatment,Desktop,Organic Search,Domestic,1,1,0,0
S002793,2026-05-23,Control,Mobile,Email,Domestic,0,0,0,0
S002794,2026-05-14,Treatment,Desktop,Organic Search,Domestic,0,0,0,0
S002795,2026-05-03,Control,Mobile,Direct,Domestic,0,0,0,0
S002796,2026-05-01,Treatment,Desktop,Paid Search,Caribbean,0,0,0,0
S002797,2026-05-03,Control,Mobile,Paid Search,International,1,0,0,0
S002798,2026-05-01,Treatment,Mobile,Paid Search,Domestic,1,1,1,237.95
S002799,2026-05-28,Control,Mobile,Paid Search,Domestic,0,0,0,0
S002800,2026-05-07,Treatment,Mobile,Direct,Domestic,1,0,0,0
S002801,2026-05-11,Control,Mobile,Direct,Domestic,1,1,0,0
S002802,2026-05-15,Treatment,Mobile,Direct,International,1,1,1,227.07
S002803,2026-05-06,Control,Mobile,Organic Search,Caribbean,0,0,0,0
S002804,2026-05-13,Treatment,Mobile,Paid Search,Domestic,1,1,0,0
S002805,2026-05-21,Control,Desktop,Email,Domestic,1,1,0,0
S002806,2026-05-11,Treatment,Mobile,Paid Search,Domestic,1,1,0,0
S002807,2026-05-26,Control,Tablet,Organic Search,Domestic,0,0,0,0
S002808,2026-05-22,Treatment,Mobile,Direct,Caribbean,1,1,1,294.64
S002809,2026-05-15,Control,Mobile,Organic Search,Caribbean,0,0,0,0
S002810,2026-05-13,Treatment,Mobile,Direct,Domestic,1,0,0,0
S002811,2026-05-17,Control,Desktop,Email,Domestic,0,0,0,0
S002812,2026-05-15,Treatment,Mobile,Organic Search,International,1,1,1,437.8
S002813,2026-05-22,Control,Mobile,Direct,Domestic,0,0,0,0
S002814,2026-05-14,Treatment,Mobile,Paid Search,Domestic,1,0,0,0
S002815,2026-05-12,Control,Mobile,Direct,Domestic,1,1,0,0
S002816,2026-05-14,Treatment,Desktop,Direct,Caribbean,1,0,0,0
S002817,2026-05-10,Control,Mobile,Organic Search,Domestic,1,0,0,0
S002818,2026-05-17,Treatment,Mobile,Organic Search,Domestic,1,0,0,0
S002819,2026-05-09,Control,Mobile,Direct,Domestic,1,0,0,0
S002820,2026-05-10,Treatment,Mobile,Direct,Caribbean,0,0,0,0
S002821,2026-05-08,Control,Desktop,Organic Search,Caribbean,1,1,1,233.27
S002822,2026-05-07,Treatment,Desktop,Paid Search,International,1,1,0,0
S002823,2026-05-21,Control,Mobile,Paid Search,Domestic,0,0,0,0
S002824,2026-05-06,Treatment,Mobile,Direct,Domestic,1,0,0,0
S002825,2026-05-25,Control,Mobile,Organic Search,Domestic,0,0,0,0
S002826,2026-05-21,Treatment,Mobile,Direct,Domestic,0,0,0,0
S002827,2026-05-28,Control,Mobile,Direct,Caribbean,1,1,0,0
S002828,2026-05-14,Treatment,Desktop,Direct,Domestic,1,1,0,0
S002829,2026-05-13,Control,Desktop,Organic Search,Domestic,1,0,0,0
S002830,2026-05-05,Treatment,Desktop,Direct,Domestic,1,0,0,0
S002831,2026-05-05,Control,Mobile,Direct,Domestic,1,0,0,0
S002832,2026-05-24,Treatment,Desktop,Paid Search,Domestic,1,1,0,0
S002833,2026-05-18,Control,Mobile,Email,Domestic,1,1,0,0
S002834,2026-05-23,Treatment,Desktop,Direct,Domestic,1,0,0,0
S002835,2026-05-28,Control,Mobile,Organic Search,Domestic,1,1,1,442.73
S002836,2026-05-26,Treatment,Desktop,Organic Search,Domestic,0,0,0,0
S002837,2026-05-25,Control,Mobile,Paid Search,Domestic,0,0,0,0
S002838,2026-05-28,Treatment,Desktop,Direct,Domestic,1,1,0,0
S002839,2026-05-16,Control,Mobile,Organic Search,Domestic,1,1,0,0
S002840,2026-05-27,Treatment,Mobile,Email,Domestic,1,1,0,0
S002841,2026-05-25,Control,Mobile,Direct,International,0,0,0,0
S002842,2026-05-19,Treatment,Tablet,Organic Search,Caribbean,1,1,0,0
S002843,2026-05-09,Control,Desktop,Paid Search,Caribbean,1,1,1,253.03
S002844,2026-05-23,Treatment,Mobile,Paid Search,Domestic,0,0,0,0
S002845,2026-05-28,Control,Desktop,Organic Search,Caribbean,0,0,0,0
S002846,2026-05-12,Treatment,Mobile,Direct,Domestic,1,1,0,0
S002847,2026-05-14,Control,Desktop,Direct,Caribbean,1,0,0,0
S002848,2026-05-11,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S002849,2026-05-16,Control,Mobile,Organic Search,Domestic,1,1,0,0
S002850,2026-05-20,Treatment,Desktop,Organic Search,Domestic,1,0,0,0
S002851,2026-05-17,Control,Desktop,Organic Search,Domestic,1,1,1,289.26
S002852,2026-05-09,Treatment,Tablet,Direct,International,1,1,0,0
S002853,2026-05-25,Control,Mobile,Direct,Domestic,1,1,0,0
S002854,2026-05-16,Treatment,Mobile,Direct,Domestic,1,0,0,0
S002855,2026-05-10,Control,Desktop,Email,Caribbean,0,0,0,0
S002856,2026-05-13,Treatment,Mobile,Paid Search,Domestic,1,1,0,0
S002857,2026-05-15,Control,Mobile,Organic Search,Caribbean,0,0,0,0
S002858,2026-05-21,Treatment,Desktop,Paid Search,Domestic,1,0,0,0
S002859,2026-05-11,Control,Mobile,Organic Search,Domestic,0,0,0,0
S002860,2026-05-28,Treatment,Mobile,Organic Search,Caribbean,0,0,0,0
S002861,2026-05-02,Control,Mobile,Organic Search,Caribbean,0,0,0,0
S002862,2026-05-26,Treatment,Mobile,Direct,Domestic,1,1,0,0
S002863,2026-05-06,Control,Desktop,Direct,Domestic,1,1,1,354.69
S002864,2026-05-14,Treatment,Desktop,Paid Search,Caribbean,1,1,1,296.14
S002865,2026-05-13,Control,Desktop,Email,Domestic,0,0,0,0
S002866,2026-05-09,Treatment,Mobile,Direct,Domestic,1,0,0,0
S002867,2026-05-21,Control,Tablet,Direct,Domestic,1,1,1,314.34
S002868,2026-05-01,Treatment,Mobile,Email,Domestic,1,1,0,0
S002869,2026-05-18,Control,Desktop,Email,Domestic,0,0,0,0
S002870,2026-05-16,Treatment,Desktop,Direct,Domestic,0,0,0,0
S002871,2026-05-10,Control,Mobile,Direct,Domestic,0,0,0,0
S002872,2026-05-26,Treatment,Mobile,Organic Search,Domestic,1,1,0,0
S002873,2026-05-22,Control,Desktop,Direct,Domestic,1,1,0,0
S002874,2026-05-09,Treatment,Desktop,Organic Search,Domestic,0,0,0,0
S002875,2026-05-22,Control,Mobile,Email,Caribbean,1,1,0,0
S002876,2026-05-10,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S002877,2026-05-10,Control,Mobile,Direct,Caribbean,0,0,0,0
S002878,2026-05-25,Treatment,Mobile,Organic Search,Domestic,1,1,0,0
S002879,2026-05-03,Control,Desktop,Direct,Domestic,0,0,0,0
S002880,2026-05-04,Treatment,Mobile,Paid Search,Caribbean,0,0,0,0
S002881,2026-05-10,Control,Mobile,Paid Search,Caribbean,1,1,0,0
S002882,2026-05-19,Treatment,Mobile,Organic Search,Caribbean,0,0,0,0
S002883,2026-05-06,Control,Mobile,Email,Domestic,1,0,0,0
S002884,2026-05-01,Treatment,Mobile,Email,Domestic,1,1,0,0
S002885,2026-05-24,Control,Mobile,Email,Domestic,1,0,0,0
S002886,2026-05-21,Treatment,Desktop,Paid Search,Domestic,1,0,0,0
S002887,2026-05-25,Control,Mobile,Paid Search,Domestic,0,0,0,0
S002888,2026-05-21,Treatment,Mobile,Paid Search,International,1,0,0,0
S002889,2026-05-07,Control,Mobile,Direct,Domestic,0,0,0,0
S002890,2026-05-04,Treatment,Mobile,Organic Search,International,1,0,0,0
S002891,2026-05-01,Control,Mobile,Email,Caribbean,0,0,0,0
S002892,2026-05-09,Treatment,Mobile,Direct,Domestic,1,0,0,0
S002893,2026-05-14,Control,Mobile,Organic Search,Domestic,1,1,0,0
S002894,2026-05-12,Treatment,Mobile,Direct,Domestic,1,0,0,0
S002895,2026-05-21,Control,Mobile,Paid Search,Domestic,0,0,0,0
S002896,2026-05-12,Treatment,Mobile,Email,Domestic,0,0,0,0
S002897,2026-05-13,Control,Desktop,Direct,Domestic,1,0,0,0
S002898,2026-05-18,Treatment,Tablet,Organic Search,International,0,0,0,0
S002899,2026-05-06,Control,Desktop,Organic Search,International,0,0,0,0
S002900,2026-05-05,Treatment,Mobile,Paid Search,Domestic,1,1,1,418.87
S002901,2026-05-19,Control,Desktop,Direct,Domestic,0,0,0,0
S002902,2026-05-21,Treatment,Mobile,Email,Domestic,1,1,1,437.3
S002903,2026-05-25,Control,Mobile,Direct,Domestic,0,0,0,0
S002904,2026-05-12,Treatment,Desktop,Organic Search,International,1,0,0,0
S002905,2026-05-25,Control,Desktop,Organic Search,Domestic,1,1,0,0
S002906,2026-05-12,Treatment,Desktop,Organic Search,Domestic,1,1,0,0
S002907,2026-05-26,Control,Desktop,Direct,International,0,0,0,0
S002908,2026-05-04,Treatment,Mobile,Direct,Domestic,0,0,0,0
S002909,2026-05-07,Control,Mobile,Direct,Domestic,1,0,0,0
S002910,2026-05-17,Treatment,Desktop,Organic Search,Domestic,1,1,1,259.83
S002911,2026-05-02,Control,Mobile,Organic Search,Domestic,1,1,0,0
S002912,2026-05-04,Treatment,Tablet,Direct,Domestic,1,0,0,0
S002913,2026-05-20,Control,Mobile,Direct,Domestic,0,0,0,0
S002914,2026-05-22,Treatment,Tablet,Direct,Domestic,0,0,0,0
S002915,2026-05-06,Control,Desktop,Direct,Caribbean,0,0,0,0
S002916,2026-05-28,Treatment,Desktop,Direct,International,1,1,0,0
S002917,2026-05-15,Control,Mobile,Direct,Caribbean,1,0,0,0
S002918,2026-05-28,Treatment,Mobile,Email,Domestic,1,1,0,0
S002919,2026-05-18,Control,Mobile,Paid Search,Domestic,1,0,0,0
S002920,2026-05-27,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S002921,2026-05-07,Control,Desktop,Direct,Domestic,1,1,0,0
S002922,2026-05-12,Treatment,Mobile,Paid Search,International,0,0,0,0
S002923,2026-05-04,Control,Mobile,Paid Search,Domestic,1,0,0,0
S002924,2026-05-06,Treatment,Mobile,Direct,Domestic,0,0,0,0
S002925,2026-05-14,Control,Desktop,Paid Search,Domestic,1,0,0,0
S002926,2026-05-23,Treatment,Mobile,Direct,Domestic,1,1,0,0
S002927,2026-05-19,Control,Mobile,Paid Search,Domestic,1,0,0,0
S002928,2026-05-18,Treatment,Mobile,Organic Search,Caribbean,1,1,0,0
S002929,2026-05-06,Control,Desktop,Paid Search,International,1,1,1,265.88
S002930,2026-05-06,Treatment,Mobile,Email,Domestic,0,0,0,0
S002931,2026-05-08,Control,Mobile,Direct,Domestic,1,0,0,0
S002932,2026-05-22,Treatment,Desktop,Organic Search,Domestic,0,0,0,0
S002933,2026-05-28,Control,Mobile,Direct,Domestic,1,0,0,0
S002934,2026-05-26,Treatment,Mobile,Organic Search,Domestic,1,0,0,0
S002935,2026-05-19,Control,Mobile,Email,Domestic,1,0,0,0
S002936,2026-05-20,Treatment,Desktop,Paid Search,Domestic,0,0,0,0
S002937,2026-05-08,Control,Mobile,Organic Search,Domestic,1,1,0,0
S002938,2026-05-11,Treatment,Mobile,Paid Search,Domestic,1,1,0,0
S002939,2026-05-15,Control,Mobile,Direct,Domestic,1,0,0,0
S002940,2026-05-06,Treatment,Desktop,Direct,Domestic,0,0,0,0
S002941,2026-05-10,Control,Mobile,Direct,Domestic,0,0,0,0
S002942,2026-05-24,Treatment,Mobile,Direct,Domestic,1,0,0,0
S002943,2026-05-02,Control,Mobile,Organic Search,Domestic,0,0,0,0
S002944,2026-05-16,Treatment,Desktop,Direct,Domestic,1,1,0,0
S002945,2026-05-06,Control,Mobile,Direct,Domestic,0,0,0,0
S002946,2026-05-02,Treatment,Mobile,Organic Search,Domestic,1,1,1,149.42
S002947,2026-05-19,Control,Mobile,Direct,Caribbean,1,1,0,0
S002948,2026-05-20,Treatment,Tablet,Paid Search,International,1,1,1,260.43
S002949,2026-05-06,Control,Desktop,Email,Domestic,1,0,0,0
S002950,2026-05-26,Treatment,Mobile,Organic Search,Domestic,1,0,0,0
S002951,2026-05-19,Control,Mobile,Direct,International,1,1,0,0
S002952,2026-05-11,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S002953,2026-05-19,Control,Mobile,Organic Search,Domestic,1,1,0,0
S002954,2026-05-27,Treatment,Mobile,Direct,International,1,1,0,0
S002955,2026-05-28,Control,Mobile,Paid Search,Domestic,1,0,0,0
S002956,2026-05-24,Treatment,Tablet,Direct,Domestic,1,1,0,0
S002957,2026-05-20,Control,Mobile,Organic Search,Domestic,1,0,0,0
S002958,2026-05-01,Treatment,Mobile,Direct,Domestic,0,0,0,0
S002959,2026-05-05,Control,Desktop,Email,International,1,0,0,0
S002960,2026-05-24,Treatment,Mobile,Direct,International,0,0,0,0
S002961,2026-05-16,Control,Mobile,Organic Search,Domestic,0,0,0,0
S002962,2026-05-15,Treatment,Desktop,Paid Search,Domestic,1,1,0,0
S002963,2026-05-05,Control,Desktop,Paid Search,Caribbean,1,1,0,0
S002964,2026-05-23,Treatment,Mobile,Paid Search,International,1,1,0,0
S002965,2026-05-13,Control,Mobile,Email,Domestic,1,1,1,306.94
S002966,2026-05-02,Treatment,Desktop,Direct,Domestic,0,0,0,0
S002967,2026-05-21,Control,Mobile,Paid Search,Domestic,0,0,0,0
S002968,2026-05-06,Treatment,Desktop,Direct,Domestic,0,0,0,0
S002969,2026-05-10,Control,Mobile,Paid Search,Caribbean,1,1,0,0
S002970,2026-05-08,Treatment,Mobile,Direct,Domestic,1,1,1,175.13
S002971,2026-05-18,Control,Mobile,Organic Search,Caribbean,1,0,0,0
S002972,2026-05-11,Treatment,Desktop,Email,Domestic,0,0,0,0
S002973,2026-05-05,Control,Desktop,Organic Search,Domestic,1,0,0,0
S002974,2026-05-27,Treatment,Desktop,Organic Search,Domestic,1,0,0,0
S002975,2026-05-21,Control,Desktop,Organic Search,Domestic,1,1,0,0
S002976,2026-05-15,Treatment,Mobile,Direct,Caribbean,1,0,0,0
S002977,2026-05-24,Control,Desktop,Organic Search,Domestic,1,1,0,0
S002978,2026-05-07,Treatment,Mobile,Direct,International,1,0,0,0
S002979,2026-05-19,Control,Mobile,Organic Search,Caribbean,0,0,0,0
S002980,2026-05-28,Treatment,Mobile,Direct,Domestic,0,0,0,0
S002981,2026-05-24,Control,Desktop,Direct,Caribbean,1,0,0,0
S002982,2026-05-12,Treatment,Mobile,Paid Search,Caribbean,0,0,0,0
S002983,2026-05-06,Control,Mobile,Direct,Domestic,1,1,0,0
S002984,2026-05-12,Treatment,Mobile,Direct,Domestic,1,1,0,0
S002985,2026-05-08,Control,Desktop,Email,Domestic,1,1,1,377.0
S002986,2026-05-09,Treatment,Mobile,Paid Search,Caribbean,0,0,0,0
S002987,2026-05-15,Control,Desktop,Organic Search,Domestic,0,0,0,0
S002988,2026-05-05,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S002989,2026-05-10,Control,Mobile,Direct,Domestic,1,1,0,0
S002990,2026-05-05,Treatment,Mobile,Direct,Caribbean,1,1,0,0
S002991,2026-05-25,Control,Desktop,Direct,Caribbean,1,1,0,0
S002992,2026-05-01,Treatment,Desktop,Email,Domestic,1,1,0,0
S002993,2026-05-08,Control,Mobile,Organic Search,Caribbean,1,1,0,0
S002994,2026-05-03,Treatment,Mobile,Paid Search,Domestic,1,1,0,0
S002995,2026-05-02,Control,Mobile,Organic Search,Domestic,1,1,0,0
S002996,2026-05-03,Treatment,Mobile,Direct,Domestic,0,0,0,0
S002997,2026-05-10,Control,Desktop,Email,Caribbean,0,0,0,0
S002998,2026-05-12,Treatment,Desktop,Direct,Domestic,1,0,0,0
S002999,2026-05-15,Control,Desktop,Direct,Domestic,0,0,0,0
S003000,2026-05-10,Treatment,Mobile,Direct,Domestic,0,0,0,0
S003001,2026-05-20,Control,Mobile,Direct,Domestic,1,1,1,327.61
S003002,2026-05-13,Treatment,Mobile,Organic Search,Domestic,1,0,0,0
S003003,2026-05-25,Control,Mobile,Email,Domestic,1,0,0,0
S003004,2026-05-08,Treatment,Mobile,Organic Search,Caribbean,1,1,0,0
S003005,2026-05-12,Control,Desktop,Paid Search,Domestic,1,0,0,0
S003006,2026-05-03,Treatment,Mobile,Organic Search,Domestic,1,1,0,0
S003007,2026-05-15,Control,Mobile,Paid Search,Domestic,1,0,0,0
S003008,2026-05-03,Treatment,Mobile,Direct,Caribbean,1,0,0,0
S003009,2026-05-12,Control,Desktop,Paid Search,Caribbean,1,0,0,0
S003010,2026-05-26,Treatment,Mobile,Direct,Domestic,1,0,0,0
S003011,2026-05-27,Control,Mobile,Organic Search,Caribbean,1,0,0,0
S003012,2026-05-09,Treatment,Mobile,Direct,Caribbean,1,1,0,0
S003013,2026-05-28,Control,Mobile,Organic Search,Domestic,1,1,0,0
S003014,2026-05-08,Treatment,Desktop,Direct,Caribbean,0,0,0,0
S003015,2026-05-02,Control,Mobile,Direct,Domestic,1,1,1,254.9
S003016,2026-05-15,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S003017,2026-05-10,Control,Mobile,Organic Search,Domestic,1,0,0,0
S003018,2026-05-23,Treatment,Mobile,Email,Caribbean,0,0,0,0
S003019,2026-05-28,Control,Mobile,Organic Search,Caribbean,1,1,0,0
S003020,2026-05-02,Treatment,Mobile,Organic Search,Domestic,1,0,0,0
S003021,2026-05-23,Control,Mobile,Organic Search,Caribbean,1,1,0,0
S003022,2026-05-03,Treatment,Mobile,Direct,Domestic,0,0,0,0
S003023,2026-05-17,Control,Mobile,Organic Search,Domestic,1,1,0,0
S003024,2026-05-11,Treatment,Mobile,Paid Search,Domestic,1,0,0,0
S003025,2026-05-02,Control,Tablet,Paid Search,International,1,0,0,0
S003026,2026-05-01,Treatment,Mobile,Direct,Caribbean,0,0,0,0
S003027,2026-05-14,Control,Mobile,Direct,Caribbean,0,0,0,0
S003028,2026-05-16,Treatment,Mobile,Email,Domestic,0,0,0,0
S003029,2026-05-18,Control,Mobile,Paid Search,Domestic,0,0,0,0
S003030,2026-05-16,Treatment,Tablet,Direct,Domestic,0,0,0,0
S003031,2026-05-11,Control,Mobile,Email,Domestic,0,0,0,0
S003032,2026-05-25,Treatment,Mobile,Direct,Domestic,0,0,0,0
S003033,2026-05-02,Control,Mobile,Direct,Caribbean,1,1,0,0
S003034,2026-05-02,Treatment,Desktop,Direct,Caribbean,1,0,0,0
S003035,2026-05-04,Control,Desktop,Direct,Domestic,1,0,0,0
S003036,2026-05-26,Treatment,Mobile,Direct,Caribbean,1,1,0,0
S003037,2026-05-27,Control,Mobile,Direct,International,1,1,0,0
S003038,2026-05-05,Treatment,Desktop,Paid Search,Domestic,1,1,1,419.81
S003039,2026-05-25,Control,Mobile,Paid Search,Caribbean,1,1,0,0
S003040,2026-05-06,Treatment,Desktop,Organic Search,International,0,0,0,0
S003041,2026-05-26,Control,Desktop,Direct,Domestic,1,1,0,0
S003042,2026-05-04,Treatment,Desktop,Organic Search,Domestic,1,0,0,0
S003043,2026-05-22,Control,Desktop,Paid Search,Caribbean,0,0,0,0
S003044,2026-05-18,Treatment,Desktop,Organic Search,Domestic,0,0,0,0
S003045,2026-05-12,Control,Desktop,Paid Search,Domestic,0,0,0,0
S003046,2026-05-20,Treatment,Desktop,Direct,Caribbean,1,1,1,161.74
S003047,2026-05-21,Control,Mobile,Direct,Domestic,0,0,0,0
S003048,2026-05-12,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S003049,2026-05-06,Control,Desktop,Organic Search,Caribbean,1,1,0,0
S003050,2026-05-16,Treatment,Mobile,Direct,Domestic,1,0,0,0
S003051,2026-05-18,Control,Desktop,Organic Search,Caribbean,0,0,0,0
S003052,2026-05-06,Treatment,Desktop,Direct,Domestic,1,1,0,0
S003053,2026-05-08,Control,Desktop,Paid Search,Domestic,0,0,0,0
S003054,2026-05-21,Treatment,Mobile,Paid Search,Caribbean,0,0,0,0
S003055,2026-05-17,Control,Desktop,Organic Search,Domestic,1,1,0,0
S003056,2026-05-05,Treatment,Mobile,Paid Search,Domestic,1,1,1,420.18
S003057,2026-05-14,Control,Mobile,Email,Domestic,0,0,0,0
S003058,2026-05-19,Treatment,Mobile,Paid Search,Caribbean,1,1,0,0
S003059,2026-05-28,Control,Mobile,Email,Domestic,1,1,0,0
S003060,2026-05-07,Treatment,Mobile,Organic Search,Domestic,1,1,0,0
S003061,2026-05-04,Control,Desktop,Direct,International,1,0,0,0
S003062,2026-05-01,Treatment,Mobile,Direct,International,0,0,0,0
S003063,2026-05-10,Control,Mobile,Paid Search,Caribbean,1,0,0,0
S003064,2026-05-03,Treatment,Desktop,Direct,Domestic,1,1,0,0
S003065,2026-05-16,Control,Mobile,Direct,Caribbean,1,0,0,0
S003066,2026-05-19,Treatment,Mobile,Organic Search,Caribbean,0,0,0,0
S003067,2026-05-01,Control,Mobile,Direct,Domestic,1,0,0,0
S003068,2026-05-10,Treatment,Mobile,Direct,Domestic,0,0,0,0
S003069,2026-05-11,Control,Desktop,Paid Search,International,0,0,0,0
S003070,2026-05-12,Treatment,Desktop,Paid Search,Domestic,0,0,0,0
S003071,2026-05-09,Control,Desktop,Direct,Caribbean,0,0,0,0
S003072,2026-05-09,Treatment,Tablet,Organic Search,Caribbean,1,0,0,0
S003073,2026-05-20,Control,Desktop,Email,Caribbean,0,0,0,0
S003074,2026-05-10,Treatment,Mobile,Direct,Caribbean,0,0,0,0
S003075,2026-05-24,Control,Desktop,Email,Domestic,0,0,0,0
S003076,2026-05-24,Treatment,Mobile,Organic Search,Domestic,1,0,0,0
S003077,2026-05-25,Control,Desktop,Email,Domestic,0,0,0,0
S003078,2026-05-27,Treatment,Mobile,Paid Search,International,0,0,0,0
S003079,2026-05-18,Control,Desktop,Paid Search,Caribbean,0,0,0,0
S003080,2026-05-12,Treatment,Mobile,Organic Search,Domestic,0,0,0,0
S003081,2026-05-22,Control,Desktop,Direct,Domestic,0,0,0,0
S003082,2026-05-28,Treatment,Mobile,Organic Search,International,1,0,0,0
S003083,2026-05-01,Control,Mobile,Email,Caribbean,0,0,0,0
